logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	significance
-1.3518269004808	8.98100637009715	-5.05983944039498	0.000607635687486155	0.0497276553455763	-0.00113011136732322	ENSG00000081237	Downregulated in COVID
-1.36357106864448	6.71396756061982	-5.05717230905842	0.000609899463731406	0.0497276553455763	-0.00732689348980564	ENSG00000198604	Downregulated in COVID
-2.34199934437135	4.51049725435085	-4.99292268470924	0.000667262397251535	0.0508786354187542	-0.00847951786941614	ENSG00000140396	Not Significant
-1.829309574748	5.44585827541786	-5.01536869931485	0.000646589970857924	0.0506167253765886	-0.0111362004594149	ENSG00000113532	Not Significant
-1.26384565290657	4.98783714352737	-5.0040896011106	0.000656890553823578	0.0508387535088537	-0.0149527864348569	ENSG00000170989	Not Significant
-1.73257210415581	6.71109791086257	-5.04521867556092	0.000620157182890319	0.0497276553455763	-0.0188554304790589	ENSG00000135655	Downregulated in COVID
-1.5561465163145	7.27901073271899	-5.04877787963374	0.00061708370446201	0.0497276553455763	-0.0241481887038226	ENSG00000116489	Downregulated in COVID
-1.39127716518926	5.3672572526876	-5.00454522235426	0.000656471063399826	0.0508387535088537	-0.0305101954476017	ENSG00000150093	Not Significant
1.71300375789163	4.26396193449719	4.97092154257828	0.000688214937377952	0.0512077040102347	-0.0375089018469321	ENSG00000085733	Not Significant
-1.59819059958354	3.64815911164911	-4.98896111843099	0.000670984026430666	0.0508786354187542	-0.0396743399568633	ENSG00000112941	Not Significant
